currency,rate,date
KRW,241.213408,2024-11-25
KWD,0.053065,2024-11-25
KYD,0.143703,2024-11-25
KZT,86.104972,2024-11-25
DOP,10.411472,2024-11-26
DZD,22.994603,2024-11-26
EGP,8.539017,2024-11-26
ERN,2.581266,2024-11-26
ETB,21.243815,2024-11-26
EUR,0.164033,2024-11-26
FJD,0.391828,2024-11-26
FKP,0.135829,2024-11-26
GBP,0.136867,2024-11-26
GEL,0.469732,2024-11-26
GGP,0.135829,2024-11-26
GHS,2.701626,2024-11-26
GIP,0.135829,2024-11-26
GMD,12.218016,2024-11-26
GNF,1485.088317,2024-11-26
GTQ,1.324228,2024-11-26
GYD,35.896475,2024-11-26
HKD,1.339284,2024-11-26
HNL,4.340826,2024-11-26
HRK,1.227523,2024-11-26
HTG,22.519055,2024-11-26
HUF,67.386619,2024-11-26
IDR,2743.627453,2024-11-26
ILS,0.627754,2024-11-26
IMP,0.135829,2024-11-26
INR,14.513486,2024-11-26
IQD,225.516592,2024-11-26
IRR,7242.601271,2024-11-26
ISK,23.801012,2024-11-26
JEP,0.135829,2024-11-26
JMD,27.093825,2024-11-26
JOD,0.122059,2024-11-26
JPY,26.322286,2024-11-26
KES,22.28505,2024-11-26
KGS,14.937701,2024-11-26
KHR,696.941671,2024-11-26
KMF,80.698986,2024-11-26
KPW,154.875885,2024-11-26
KRW,240.280571,2024-11-26
KWD,0.052947,2024-11-26
KYD,0.142987,2024-11-26
KZT,85.671724,2024-11-26
AED,0.618466,2024-11-27
AFN,11.365556,2024-11-27
ALL,15.724961,2024-11-27
AMD,65.943138,2024-11-27
ANG,0.303602,2024-11-27
AOA,153.392297,2024-11-27
ARS,169.728319,2024-11-27
AUD,0.259148,2024-11-27
AWG,0.303086,2024-11-27
AZN,0.286567,2024-11-27
BAM,0.31297,2024-11-27
BBD,0.340134,2024-11-27
BDT,20.130924,2024-11-27
BGN,0.311656,2024-11-27
BHD,0.063467,2024-11-27
BIF,487.632128,2024-11-27
BMD,0.168381,2024-11-27
BND,0.226233,2024-11-27
BOB,1.16413,2024-11-27
BRL,1.0,2024-11-27
BSD,0.168467,2024-11-27
BTC,1.753363E-6,2024-11-27
BTN,14.224146,2024-11-27
BWP,2.3014,2024-11-27
BYN,0.551294,2024-11-27
BYR,3300.272688,2024-11-27
BZD,0.339558,2024-11-27
CAD,0.236188,2024-11-27
CDF,483.254225,2024-11-27
CHF,0.148545,2024-11-27
CLF,0.005964,2024-11-27
CLP,164.56745,2024-11-27
CNY,1.220343,2024-11-27
CNH,1.22028,2024-11-27
COP,738.267633,2024-11-27
CRC,86.044499,2024-11-27
CUC,0.168381,2024-11-27
CUP,4.462103,2024-11-27
CVE,17.793687,2024-11-27
CZK,4.028993,2024-11-27
DJF,29.924614,2024-11-27
DKK,1.188964,2024-11-27
AED,0.610605,2024-11-28
AFN,11.302928,2024-11-28
ALL,15.482838,2024-11-28
AMD,65.826087,2024-11-28
ANG,0.299573,2024-11-28
AOA,151.441666,2024-11-28
ARS,167.816124,2024-11-28
AUD,0.255473,2024-11-28
AWG,0.299232,2024-11-28
AZN,0.281846,2024-11-28
BAM,0.308137,2024-11-28
BBD,0.335596,2024-11-28
BDT,19.86237,2024-11-28
BGN,0.308018,2024-11-28
BHD,0.062658,2024-11-28
BIF,491.064503,2024-11-28
BMD,0.16624,2024-11-28
BND,0.223411,2024-11-28
BOB,1.148536,2024-11-28
BRL,1.0,2024-11-28
BSD,0.166215,2024-11-28
BTC,1.737902E-6,2024-11-28
BTN,14.035438,2024-11-28
BWP,2.270669,2024-11-28
BYN,0.543877,2024-11-28
BYR,3258.304356,2024-11-28
BZD,0.335032,2024-11-28
CAD,0.232873,2024-11-28
CDF,477.108837,2024-11-28
CHF,0.146694,2024-11-28
CLF,0.005892,2024-11-28
CLP,162.572718,2024-11-28
CNY,1.204226,2024-11-28
CNH,1.204759,2024-11-28
COP,734.483311,2024-11-28
CRC,84.887715,2024-11-28
CUC,0.16624,2024-11-28
CUP,4.40536,2024-11-28
CVE,17.372369,2024-11-28
CZK,3.978041,2024-11-28
DJF,29.599121,2024-11-28
DKK,1.173925,2024-11-28
DOP,10.110536,2024-11-29
DZD,22.314307,2024-11-29
EGP,8.297539,2024-11-29
ERN,2.510733,2024-11-29
ETB,20.789519,2024-11-29
EUR,0.158218,2024-11-29
FJD,0.378962,2024-11-29
FKP,0.132118,2024-11-29
GBP,0.131466,2024-11-29
GEL,0.471188,2024-11-29
GGP,0.132118,2024-11-29
GHS,2.59507,2024-11-29
GIP,0.132118,2024-11-29
GMD,11.884197,2024-11-29
GNF,1444.508564,2024-11-29
GTQ,1.292374,2024-11-29
GYD,35.041489,2024-11-29
HKD,1.302493,2024-11-29
HNL,4.218674,2024-11-29
HRK,1.193981,2024-11-29
HTG,21.950336,2024-11-29
HUF,65.330122,2024-11-29
IDR,2650.664737,2024-11-29
ILS,0.608418,2024-11-29
IMP,0.132118,2024-11-29
INR,14.1542,2024-11-29
IQD,219.2707,2024-11-29
IRR,7044.69956,2024-11-29
ISK,22.995033,2024-11-29
JEP,0.132118,2024-11-29
JMD,26.389545,2024-11-29
JOD,0.118691,2024-11-29
JPY,25.065661,2024-11-29
KES,21.676633,2024-11-29
KGS,14.529412,2024-11-29
KHR,674.382998,2024-11-29
KMF,78.159189,2024-11-29
KPW,150.643929,2024-11-29
KRW,233.584397,2024-11-29
KWD,0.051457,2024-11-29
KYD,0.13957,2024-11-29
KZT,86.543816,2024-11-29
DOP,10.088011,2024-11-30
DZD,22.314307,2024-11-30
EGP,8.297539,2024-11-30
ERN,2.510733,2024-11-30
ETB,21.115719,2024-11-30
EUR,0.158218,2024-11-30
FJD,0.378962,2024-11-30
FKP,0.132118,2024-11-30
GBP,0.131418,2024-11-30
GEL,0.471188,2024-11-30
GGP,0.132118,2024-11-30
GHS,2.56455,2024-11-30
GIP,0.132118,2024-11-30
GMD,11.884197,2024-11-30
GNF,1439.969453,2024-11-30
GTQ,1.289076,2024-11-30
GYD,34.95374,2024-11-30
HKD,1.302575,2024-11-30
HNL,4.226905,2024-11-30
HRK,1.193981,2024-11-30
HTG,21.898481,2024-11-30
HUF,65.325995,2024-11-30
IDR,2650.664737,2024-11-30
ILS,0.607827,2024-11-30
IMP,0.132118,2024-11-30
INR,14.154594,2024-11-30
IQD,218.858275,2024-11-30
IRR,7044.69956,2024-11-30
ISK,22.995033,2024-11-30
JEP,0.132118,2024-11-30
JMD,26.322464,2024-11-30
JOD,0.118691,2024-11-30
JPY,25.068899,2024-11-30
KES,21.677045,2024-11-30
KGS,14.529412,2024-11-30
KHR,673.324908,2024-11-30
KMF,78.159189,2024-11-30
KPW,150.643929,2024-11-30
KRW,233.584397,2024-11-30
KWD,0.051457,2024-11-30
KYD,0.13922,2024-11-30
KZT,86.323828,2024-11-30
DOP,10.088012,2024-12-01
DZD,22.314308,2024-12-01
EGP,8.32839,2024-12-01
ERN,2.510733,2024-12-01
ETB,21.11572,2024-12-01
EUR,0.158742,2024-12-01
FJD,0.378962,2024-12-01
FKP,0.132118,2024-12-01
GBP,0.13179,2024-12-01
GEL,0.471184,2024-12-01
GGP,0.132118,2024-12-01
GHS,2.56455,2024-12-01
GIP,0.132118,2024-12-01
GMD,11.884129,2024-12-01
GNF,1439.969531,2024-12-01
GTQ,1.289076,2024-12-01
GYD,34.953742,2024-12-01
HKD,1.302534,2024-12-01
HNL,4.226905,2024-12-01
HRK,1.193981,2024-12-01
HTG,21.898482,2024-12-01
HUF,65.602076,2024-12-01
IDR,2650.664881,2024-12-01
ILS,0.608669,2024-12-01
IMP,0.132118,2024-12-01
INR,14.154594,2024-12-01
IQD,218.858287,2024-12-01
IRR,7044.699059,2024-12-01
ISK,22.994961,2024-12-01
JEP,0.132118,2024-12-01
JMD,26.322466,2024-12-01
JOD,0.11869,2024-12-01
JPY,25.091431,2024-12-01
KES,21.677046,2024-12-01
KGS,14.527964,2024-12-01
KHR,673.324945,2024-12-01
KMF,78.159174,2024-12-01
KPW,150.643937,2024-12-01
KRW,233.584404,2024-12-01
KWD,0.051457,2024-12-01
KYD,0.13922,2024-12-01
KZT,86.323833,2024-12-01
AED,0.606275,2024-12-02
AFN,11.224219,2024-12-02
ALL,15.342603,2024-12-02
AMD,65.675203,2024-12-02
ANG,0.29735,2024-12-02
AOA,150.950206,2024-12-02
ARS,166.958578,2024-12-02
AUD,0.254925,2024-12-02
AWG,0.297113,2024-12-02
AZN,0.280593,2024-12-02
BAM,0.306648,2024-12-02
BBD,0.33313,2024-12-02
BDT,19.715841,2024-12-02
BGN,0.307496,2024-12-02
BHD,0.06223,2024-12-02
BIF,483.049946,2024-12-02
BMD,0.165063,2024-12-02
BND,0.221933,2024-12-02
BOB,1.140045,2024-12-02
BRL,1.0,2024-12-02
BSD,0.164989,2024-12-02
BTC,1.723124E-6,2024-12-02
BTN,13.976062,2024-12-02
BWP,2.255609,2024-12-02
BYN,0.53995,2024-12-02
BYR,3235.22989,2024-12-02
BZD,0.332559,2024-12-02
CAD,0.231839,2024-12-02
CDF,473.73009,2024-12-02
CHF,0.146299,2024-12-02
CLF,0.005855,2024-12-02
CLP,161.556838,2024-12-02
CNY,1.20032,2024-12-02
CNH,1.202728,2024-12-02
COP,736.097331,2024-12-02
CRC,83.819396,2024-12-02
CUC,0.165063,2024-12-02
CUP,4.374163,2024-12-02
CVE,17.398451,2024-12-02
CZK,3.970337,2024-12-02
DJF,29.334953,2024-12-02
DKK,1.172524,2024-12-02
DOP,9.97965,2024-12-02
DZD,22.082588,2024-12-02
EGP,8.207399,2024-12-02
ERN,2.475941,2024-12-02
ETB,20.616089,2024-12-02
EUR,0.157193,2024-12-02
FJD,0.374899,2024-12-02
FKP,0.130287,2024-12-02
GBP,0.130389,2024-12-02
GEL,0.469605,2024-12-02
GGP,0.130287,2024-12-02
GHS,2.50932,2024-12-02
GIP,0.130287,2024-12-02
GMD,11.719472,2024-12-02
GNF,1424.656535,2024-12-02
GTQ,1.274381,2024-12-02
GYD,34.519649,2024-12-02
HKD,1.284412,2024-12-02
HNL,4.167773,2024-12-02
HRK,1.177435,2024-12-02
HTG,21.621202,2024-12-02
HUF,65.178376,2024-12-02
IDR,2630.439976,2024-12-02
ILS,0.602684,2024-12-02
IMP,0.130287,2024-12-02
INR,13.98698,2024-12-02
IQD,216.232202,2024-12-02
IRR,6949.141766,2024-12-02
ISK,22.902484,2024-12-02
JEP,0.130287,2024-12-02
JMD,25.817953,2024-12-02
JOD,0.117046,2024-12-02
JPY,24.677293,2024-12-02
KES,21.377748,2024-12-02
KGS,14.327331,2024-12-02
KHR,665.202851,2024-12-02
KMF,77.488768,2024-12-02
KPW,148.556412,2024-12-02
KRW,231.918159,2024-12-02
KWD,0.050744,2024-12-02
KYD,0.137491,2024-12-02
KZT,86.687067,2024-12-02
AED,0.607648,2024-12-03
AFN,11.249707,2024-12-03
ALL,15.486536,2024-12-03
AMD,66.106986,2024-12-03
ANG,0.298359,2024-12-03
AOA,151.123702,2024-12-03
ARS,167.375209,2024-12-03
AUD,0.255099,2024-12-03
AWG,0.297786,2024-12-03
AZN,0.280554,2024-12-03
BAM,0.307688,2024-12-03
BBD,0.331676,2024-12-03
BDT,19.783082,2024-12-03
BGN,0.307895,2024-12-03
BHD,0.06237,2024-12-03
BIF,478.939838,2024-12-03
BMD,0.165437,2024-12-03
BND,0.222609,2024-12-03
BOB,1.143868,2024-12-03
BRL,1.0,2024-12-03
BSD,0.165547,2024-12-03
BTC,1.724478E-6,2024-12-03
BTN,14.016805,2024-12-03
BWP,2.258496,2024-12-03
BYN,0.541325,2024-12-03
BYR,3242.563327,2024-12-03
BZD,0.331912,2024-12-03
CAD,0.232713,2024-12-03
CDF,474.803879,2024-12-03
CHF,0.14665,2024-12-03
CLF,0.005834,2024-12-03
CLP,160.970141,2024-12-03
CNY,1.205175,2024-12-03
CNH,1.20733,2024-12-03
COP,734.084904,2024-12-03
CRC,83.992738,2024-12-03
CUC,0.165437,2024-12-03
CUP,4.384078,2024-12-03
CVE,17.370919,2024-12-03
CZK,3.96008,2024-12-03
DJF,29.401413,2024-12-03
DKK,1.173961,2024-12-03
AED,0.608085,2024-12-04
AFN,11.164855,2024-12-04
ALL,15.504185,2024-12-04
AMD,66.645116,2024-12-04
ANG,0.298581,2024-12-04
AOA,151.316947,2024-12-04
ARS,167.574685,2024-12-04
AUD,0.257442,2024-12-04
AWG,0.297998,2024-12-04
AZN,0.279231,2024-12-04
BAM,0.308435,2024-12-04
BBD,0.334503,2024-12-04
BDT,19.796595,2024-12-04
BGN,0.308104,2024-12-04
BHD,0.062421,2024-12-04
BIF,479.280581,2024-12-04
BMD,0.165555,2024-12-04
BND,0.223036,2024-12-04
BOB,1.144763,2024-12-04
BRL,1.0,2024-12-04
BSD,0.165667,2024-12-04
BTC,1.677476E-6,2024-12-04
BTN,14.040396,2024-12-04
BWP,2.263211,2024-12-04
BYN,0.542083,2024-12-04
BYR,3244.870257,2024-12-04
BZD,0.333935,2024-12-04
CAD,0.23299,2024-12-04
CDF,475.307301,2024-12-04
CHF,0.146316,2024-12-04
CLF,0.005851,2024-12-04
CLP,161.45384,2024-12-04
CNY,1.202594,2024-12-04
CNH,1.204711,2024-12-04
COP,732.993013,2024-12-04
CRC,84.103594,2024-12-04
CUC,0.165555,2024-12-04
CUP,4.387197,2024-12-04
CVE,17.424631,2024-12-04
CZK,3.964652,2024-12-04
DJF,29.422371,2024-12-04
DKK,1.17456,2024-12-04
DOP,10.007703,2024-12-04
DZD,22.158667,2024-12-04
EGP,8.247019,2024-12-04
ERN,2.483319,2024-12-04
ETB,20.694295,2024-12-04
EUR,0.157484,2024-12-04
FJD,0.381214,2024-12-04
FKP,0.130675,2024-12-04
GBP,0.130355,2024-12-04
GEL,0.470148,2024-12-04
GGP,0.130675,2024-12-04
GHS,2.484934,2024-12-04
GIP,0.130675,2024-12-04
GMD,11.838386,2024-12-04
GNF,1427.080724,2024-12-04
GTQ,1.278823,2024-12-04
GYD,34.659876,2024-12-04
HKD,1.288708,2024-12-04
HNL,4.18027,2024-12-04
HRK,1.180944,2024-12-04
HTG,21.706392,2024-12-04
HUF,65.114329,2024-12-04
IDR,2635.215424,2024-12-04
ILS,0.598851,2024-12-04
IMP,0.130675,2024-12-04
INR,14.023593,2024-12-04
IQD,216.876532,2024-12-04
IRR,6967.779566,2024-12-04
ISK,22.914378,2024-12-04
JEP,0.130675,2024-12-04
JMD,26.07857,2024-12-04
JOD,0.117395,2024-12-04
JPY,24.923831,2024-12-04
KES,21.439923,2024-12-04
KGS,14.380781,2024-12-04
KHR,667.185089,2024-12-04
KMF,77.520902,2024-12-04
KPW,148.999082,2024-12-04
KRW,234.699317,2024-12-04
KWD,0.050918,2024-12-04
KYD,0.138054,2024-12-04
KZT,87.051083,2024-12-04
AED,0.610971,2024-12-05
AFN,11.227279,2024-12-05
ALL,15.577675,2024-12-05
AMD,67.039812,2024-12-05
ANG,0.299987,2024-12-05
AOA,152.034368,2024-12-05
ARS,168.373989,2024-12-05
AUD,0.257901,2024-12-05
AWG,0.299827,2024-12-05
AZN,0.282304,2024-12-05
BAM,0.308976,2024-12-05
BBD,0.336082,2024-12-05
BDT,19.891167,2024-12-05
BGN,0.30733,2024-12-05
BHD,0.062703,2024-12-05
BIF,481.719214,2024-12-05
BMD,0.16634,2024-12-05
BND,0.223127,2024-12-05
BOB,1.150225,2024-12-05
BRL,1.0,2024-12-05
BSD,0.166445,2024-12-05
BTC,1.712216E-6,2024-12-05
BTN,14.095224,2024-12-05
BWP,2.26776,2024-12-05
BYN,0.54472,2024-12-05
BYR,3260.25435,2024-12-05
BZD,0.335513,2024-12-05
CAD,0.233244,2024-12-05
CDF,477.394301,2024-12-05
CHF,0.146123,2024-12-05
CLF,0.005849,2024-12-05
CLP,161.379294,2024-12-05
CNY,1.207658,2024-12-05
CNH,1.208183,2024-12-05
COP,734.458789,2024-12-05
CRC,85.939894,2024-12-05
CUC,0.16634,2024-12-05
CUP,4.407997,2024-12-05
CVE,17.361684,2024-12-05
CZK,3.940716,2024-12-05
DJF,29.561879,2024-12-05
DKK,1.171958,2024-12-05
DOP,10.088458,2024-12-05
DZD,22.187401,2024-12-05
EGP,8.313716,2024-12-05
ERN,2.495093,2024-12-05
ETB,20.792492,2024-12-05
EUR,0.157142,2024-12-05
FJD,0.378139,2024-12-05
FKP,0.131295,2024-12-05
GBP,0.130367,2024-12-05
GEL,0.472443,2024-12-05
GGP,0.131295,2024-12-05
GHS,2.470144,2024-12-05
GIP,0.131295,2024-12-05
GMD,11.976461,2024-12-05
GNF,1433.846526,2024-12-05
GTQ,1.283897,2024-12-05
GYD,34.824945,2024-12-05
HKD,1.294439,2024-12-05
HNL,4.200049,2024-12-05
HRK,1.186543,2024-12-05
HTG,21.807144,2024-12-05
HUF,64.880708,2024-12-05
IDR,2639.059459,2024-12-05
ILS,0.598866,2024-12-05
IMP,0.131295,2024-12-05
INR,14.086303,2024-12-05
IQD,217.904755,2024-12-05
IRR,7000.814549,2024-12-05
ISK,22.863383,2024-12-05
JEP,0.131295,2024-12-05
JMD,26.113969,2024-12-05
JOD,0.117968,2024-12-05
JPY,24.985024,2024-12-05
KES,21.540685,2024-12-05
KGS,14.438136,2024-12-05
KHR,670.348313,2024-12-05
KMF,77.888516,2024-12-05
KPW,149.705494,2024-12-05
KRW,235.311355,2024-12-05
KWD,0.051131,2024-12-05
KYD,0.138704,2024-12-05
KZT,86.891745,2024-12-05
AED,0.603146,2024-12-06
AFN,11.002056,2024-12-06
ALL,15.266082,2024-12-06
AMD,65.898737,2024-12-06
ANG,0.296029,2024-12-06
AOA,149.821409,2024-12-06
ARS,166.17912,2024-12-06
AUD,0.256938,2024-12-06
AWG,0.295576,2024-12-06
AZN,0.279807,2024-12-06
BAM,0.303422,2024-12-06
BBD,0.331649,2024-12-06
BDT,19.628242,2024-12-06
BGN,0.304063,2024-12-06
BHD,0.061896,2024-12-06
BIF,475.384744,2024-12-06
BMD,0.164209,2024-12-06
BND,0.22007,2024-12-06
BOB,1.135054,2024-12-06
BRL,1.0,2024-12-06
BSD,0.16425,2024-12-06
BTC,1.643626E-6,2024-12-06
BTN,13.909665,2024-12-06
BWP,2.234681,2024-12-06
BYN,0.53754,2024-12-06
BYR,3218.494294,2024-12-06
BZD,0.331091,2024-12-06
CAD,0.232512,2024-12-06
CDF,471.44379,2024-12-06
CHF,0.14505,2024-12-06
CLF,0.005803,2024-12-06
CLP,160.134935,2024-12-06
CNY,1.193849,2024-12-06
CNH,1.196089,2024-12-06
COP,725.895262,2024-12-06
CRC,83.311847,2024-12-06
CUC,0.164209,2024-12-06
CUP,4.351536,2024-12-06
CVE,17.106854,2024-12-06
CZK,3.899321,2024-12-06
DJF,29.183269,2024-12-06
DKK,1.158905,2024-12-06
DOP,9.949327,2024-12-06
DZD,21.925342,2024-12-06
EGP,8.201051,2024-12-06
ERN,2.463133,2024-12-06
ETB,20.823183,2024-12-06
EUR,0.155268,2024-12-06
FJD,0.375005,2024-12-06
FKP,0.129613,2024-12-06
GBP,0.128864,2024-12-06
GEL,0.461491,2024-12-06
GGP,0.129613,2024-12-06
GHS,2.439091,2024-12-06
GIP,0.129613,2024-12-06
GMD,11.741568,2024-12-06
GNF,1416.186404,2024-12-06
GTQ,1.267054,2024-12-06
GYD,34.353338,2024-12-06
HKD,1.277407,2024-12-06
HNL,4.15941,2024-12-06
HRK,1.171345,2024-12-06
HTG,21.5199,2024-12-06
HUF,64.29934,2024-12-06
IDR,2605.215132,2024-12-06
ILS,0.587899,2024-12-06
IMP,0.129613,2024-12-06
INR,13.903723,2024-12-06
IQD,215.167973,2024-12-06
IRR,6913.194433,2024-12-06
ISK,22.641185,2024-12-06
JEP,0.129613,2024-12-06
JMD,25.788829,2024-12-06
JOD,0.116441,2024-12-06
JPY,24.635446,2024-12-06
KES,21.224063,2024-12-06
KGS,14.253956,2024-12-06
KHR,661.685344,2024-12-06
KMF,76.521401,2024-12-06
KPW,147.787941,2024-12-06
KRW,234.038787,2024-12-06
KWD,0.05046,2024-12-06
KYD,0.136883,2024-12-06
KZT,83.499571,2024-12-06
DOP,9.957653,2024-12-07
DZD,21.909011,2024-12-07
EGP,8.201051,2024-12-07
ERN,2.463133,2024-12-07
ETB,20.840609,2024-12-07
EUR,0.155268,2024-12-07
FJD,0.375005,2024-12-07
FKP,0.129613,2024-12-07
GBP,0.128864,2024-12-07
GEL,0.461491,2024-12-07
GGP,0.129613,2024-12-07
GHS,2.441201,2024-12-07
GIP,0.129613,2024-12-07
GMD,11.741568,2024-12-07
GNF,1417.331352,2024-12-07
GTQ,1.268114,2024-12-07
GYD,34.382086,2024-12-07
HKD,1.277407,2024-12-07
HNL,4.162557,2024-12-07
HRK,1.171345,2024-12-07
HTG,21.537909,2024-12-07
HUF,64.303388,2024-12-07
IDR,2605.215132,2024-12-07
ILS,0.587899,2024-12-07
IMP,0.129613,2024-12-07
INR,13.904142,2024-12-07
IQD,215.348034,2024-12-07
IRR,6913.194433,2024-12-07
ISK,22.641185,2024-12-07
JEP,0.129613,2024-12-07
JMD,25.81102,2024-12-07
JOD,0.116441,2024-12-07
JPY,24.635446,2024-12-07
KES,21.247548,2024-12-07
KGS,14.253956,2024-12-07
KHR,662.239068,2024-12-07
KMF,76.521401,2024-12-07
KPW,147.787941,2024-12-07
KRW,234.038787,2024-12-07
KWD,0.05046,2024-12-07
KYD,0.136997,2024-12-07
KZT,83.569446,2024-12-07
AED,0.603135,2024-12-08
AFN,11.319396,2024-12-08
ALL,15.278856,2024-12-08
AMD,65.882302,2024-12-08
ANG,0.296276,2024-12-08
AOA,149.821397,2024-12-08
ARS,166.571293,2024-12-08
AUD,0.256594,2024-12-08
AWG,0.295576,2024-12-08
AZN,0.279044,2024-12-08
BAM,0.303683,2024-12-08
BBD,0.331927,2024-12-08
BDT,19.64513,2024-12-08
BGN,0.303916,2024-12-08
BHD,0.062,2024-12-08
BIF,485.817927,2024-12-08
BMD,0.164209,2024-12-08
BND,0.220255,2024-12-08
BOB,1.135977,2024-12-08
BRL,1.0,2024-12-08
BSD,0.164387,2024-12-08
BTC,1.623065E-6,2024-12-08
BTN,13.921305,2024-12-08
BWP,2.236551,2024-12-08
BYN,0.53799,2024-12-08
BYR,3218.494076,2024-12-08
BZD,0.331368,2024-12-08
CAD,0.23233,2024-12-08
CDF,471.443724,2024-12-08
CHF,0.144295,2024-12-08
CLF,0.005779,2024-12-08
CLP,159.459083,2024-12-08
CNY,1.193848,2024-12-08
CNH,1.19532,2024-12-08
COP,726.366741,2024-12-08
CRC,83.381561,2024-12-08
CUC,0.164209,2024-12-08
CUP,4.351535,2024-12-08
CVE,17.121169,2024-12-08
CZK,3.901435,2024-12-08
DJF,29.273604,2024-12-08
DKK,1.159079,2024-12-08
AED,0.604297,2024-12-09
AFN,11.346234,2024-12-09
ALL,15.316949,2024-12-09
AMD,65.991808,2024-12-09
ANG,0.296954,2024-12-09
AOA,150.109878,2024-12-09
ARS,167.117152,2024-12-09
AUD,0.255631,2024-12-09
AWG,0.29631,2024-12-09
AZN,0.279752,2024-12-09
BAM,0.304908,2024-12-09
BBD,0.332686,2024-12-09
BDT,19.690066,2024-12-09
BGN,0.304899,2024-12-09
BHD,0.062032,2024-12-09
BIF,486.962047,2024-12-09
BMD,0.164525,2024-12-09
BND,0.220673,2024-12-09
BOB,1.138526,2024-12-09
BRL,1.0,2024-12-09
BSD,0.164768,2024-12-09
BTC,1.685647E-6,2024-12-09
BTN,13.961325,2024-12-09
BWP,2.232611,2024-12-09
BYN,0.539219,2024-12-09
BYR,3224.691488,2024-12-09
BZD,0.332124,2024-12-09
CAD,0.233206,2024-12-09
CDF,472.186988,2024-12-09
CHF,0.144559,2024-12-09
CLF,0.005782,2024-12-09
CLP,159.53665,2024-12-09
CNY,1.194534,2024-12-09
CNH,1.195913,2024-12-09
COP,722.73398,2024-12-09
CRC,82.999934,2024-12-09
CUC,0.164525,2024-12-09
CUP,4.359915,2024-12-09
CVE,17.190141,2024-12-09
CZK,3.911312,2024-12-09
DJF,29.341506,2024-12-09
DKK,1.162489,2024-12-09
DOP,9.980571,2024-12-09
DZD,21.929974,2024-12-09
EGP,8.308944,2024-12-09
ERN,2.467876,2024-12-09
ETB,20.480826,2024-12-09
EUR,0.155875,2024-12-09
FJD,0.378844,2024-12-09
FKP,0.129862,2024-12-09
GBP,0.129053,2024-12-09
GEL,0.462289,2024-12-09
GGP,0.129862,2024-12-09
GHS,2.442617,2024-12-09
GIP,0.129862,2024-12-09
GMD,11.845806,2024-12-09
GNF,1420.539818,2024-12-09
GTQ,1.270572,2024-12-09
GYD,34.456672,2024-12-09
HKD,1.27912,2024-12-09
HNL,4.175564,2024-12-09
HRK,1.1736,2024-12-09
HTG,21.585595,2024-12-09
HUF,64.180821,2024-12-09
IDR,2611.17748,2024-12-09
ILS,0.586389,2024-12-09
IMP,0.129862,2024-12-09
INR,13.95955,2024-12-09
IQD,215.842407,2024-12-09
IRR,6924.448621,2024-12-09
ISK,22.742344,2024-12-09
JEP,0.129862,2024-12-09
JMD,25.869664,2024-12-09
JOD,0.116714,2024-12-09
JPY,24.912799,2024-12-09
KES,21.296096,2024-12-09
KGS,14.281066,2024-12-09
KHR,663.5006,2024-12-09
KMF,76.689247,2024-12-09
KPW,148.072506,2024-12-09
KRW,234.875972,2024-12-09
KWD,0.050577,2024-12-09
KYD,0.137316,2024-12-09
KZT,83.766186,2024-12-09
AED,0.607429,2024-12-10
AFN,11.389638,2024-12-10
ALL,15.42905,2024-12-10
AMD,65.302238,2024-12-10
ANG,0.298214,2024-12-10
AOA,150.886988,2024-12-10
ARS,168.060173,2024-12-10
AUD,0.25938,2024-12-10
AWG,0.297844,2024-12-10
AZN,0.283099,2024-12-10
BAM,0.307301,2024-12-10
BBD,0.334107,2024-12-10
BDT,19.773944,2024-12-10
BGN,0.307228,2024-12-10
BHD,0.062372,2024-12-10
BIF,479.013871,2024-12-10
BMD,0.165377,2024-12-10
BND,0.221883,2024-12-10
BOB,1.143314,2024-12-10
BRL,1.0,2024-12-10
BSD,0.165466,2024-12-10
BTC,1.706588E-6,2024-12-10
BTN,14.040907,2024-12-10
BWP,2.245151,2024-12-10
BYN,0.541509,2024-12-10
BYR,3241.385076,2024-12-10
BZD,0.333535,2024-12-10
CAD,0.234424,2024-12-10
CDF,474.796801,2024-12-10
CHF,0.145979,2024-12-10
CLF,0.005843,2024-12-10
CLP,161.237442,2024-12-10
CNY,1.198932,2024-12-10
CNH,1.200258,2024-12-10
COP,722.448505,2024-12-10
CRC,83.542359,2024-12-10
CUC,0.165377,2024-12-10
CUP,4.382485,2024-12-10
CVE,17.405936,2024-12-10
CZK,3.940317,2024-12-10
DJF,29.390811,2024-12-10
DKK,1.171076,2024-12-10
DOP,10.013544,2024-12-10
DZD,22.103886,2024-12-10
EGP,8.343854,2024-12-10
ERN,2.480652,2024-12-10
ETB,21.001758,2024-12-10
EUR,0.157033,2024-12-10
FJD,0.382648,2024-12-10
FKP,0.130535,2024-12-10
GBP,0.129408,2024-12-10
GEL,0.462384,2024-12-10
GGP,0.130535,2024-12-10
GHS,2.439267,2024-12-10
GIP,0.130535,2024-12-10
GMD,11.907215,2024-12-10
GNF,1427.20171,2024-12-10
GTQ,1.275344,2024-12-10
GYD,34.616798,2024-12-10
HKD,1.285704,2024-12-10
HNL,4.193379,2024-12-10
HRK,1.179675,2024-12-10
HTG,21.674722,2024-12-10
HUF,64.427424,2024-12-10
IDR,2631.971606,2024-12-10
ILS,0.593619,2024-12-10
IMP,0.130535,2024-12-10
INR,14.03743,2024-12-10
IQD,216.643594,2024-12-10
IRR,6962.362791,2024-12-10
ISK,22.911252,2024-12-10
